,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
464,82.0,193.0,74.0,1.0,17.0,6.0,2,71
465,82.0,192.0,109.0,1.0,4.0,8.0,2,76
466,82.0,190.0,96.0,1.0,4.0,4.0,2,81
467,82.0,180.0,69.0,2.0,16.0,3.0,2,77
468,82.0,172.0,70.0,2.0,0.0,7.0,3,85
469,82.0,180.0,98.0,1.0,6.0,6.0,2,75
470,82.0,203.0,64.0,2.0,21.0,7.0,3,72
471,82.0,188.0,104.0,1.0,14.0,9.0,2,64
472,82.0,207.0,78.0,2.0,0.0,4.0,1,101
473,82.0,188.0,93.0,1.0,2.0,7.0,3,70
474,82.0,163.0,77.0,1.0,13.0,0.0,2,78
475,82.0,196.0,68.0,1.0,18.0,7.0,4,64
476,82.0,179.0,70.0,1.0,15.0,9.0,1,69
477,82.0,187.0,67.0,1.0,1.0,6.0,3,83
478,82.0,176.0,80.0,3.0,21.0,8.0,4,76
479,82.0,181.0,77.0,2.0,20.0,9.0,1,73
480,82.0,180.0,80.0,1.0,5.0,8.0,3,73
481,82.0,175.0,87.0,1.0,3.0,9.0,2,77
482,82.0,180.0,73.0,1.0,3.0,3.0,1,83
483,82.0,199.0,95.0,1.0,17.0,1.0,1,78
484,82.0,179.0,87.0,2.0,5.0,1.0,2,89
485,82.0,193.0,81.0,3.0,18.0,9.0,2,84
486,82.0,202.0,74.0,2.0,20.0,1.0,2,87
487,82.0,199.0,76.0,1.0,9.0,1.0,4,78
488,82.0,184.0,83.0,2.0,20.0,8.0,3,74
489,82.0,154.0,95.0,1.0,5.0,6.0,4,62
490,82.0,176.0,65.0,3.0,8.0,8.0,2,96
491,82.0,193.0,93.0,3.0,14.0,1.0,3,89
492,82.0,189.0,88.0,1.0,13.0,7.0,4,68
493,82.0,164.0,64.0,1.0,13.0,7.0,2,70
494,82.0,180.0,63.0,1.0,1.0,9.0,3,76
495,82.0,183.0,97.0,2.0,9.0,7.0,3,80
496,82.0,173.0,64.0,1.0,5.0,5.0,3,76
497,82.0,198.0,77.0,1.0,8.0,6.0,1,76
498,82.0,185.0,91.0,2.0,0.0,0.0,1,103
499,82.0,186.0,73.0,1.0,22.0,1.0,4,64
500,82.0,173.0,67.0,1.0,0.0,7.0,2,85
501,82.0,196.0,74.0,1.0,11.0,6.0,3,73
502,82.0,172.0,68.0,2.0,18.0,7.0,1,83
503,82.0,196.0,69.0,3.0,1.0,8.0,4,94
504,82.0,173.0,101.0,2.0,6.0,8.0,2,78
505,82.0,213.0,91.0,3.0,2.0,6.0,4,94
506,82.0,172.0,72.0,1.0,0.0,6.0,4,76
507,82.0,208.0,76.0,1.0,0.0,8.0,5,80
508,82.0,164.0,96.0,2.0,18.0,7.0,3,67
509,82.0,174.0,67.0,2.0,20.0,9.0,3,73
510,82.0,174.0,96.0,2.0,8.0,9.0,2,81
511,82.0,165.0,67.0,2.0,20.0,1.0,3,74
512,82.0,182.0,73.0,2.0,2.0,10.0,3,83
513,82.0,164.0,77.0,2.0,8.0,7.0,3,73
514,82.0,194.0,96.0,2.0,1.0,3.0,2,86
515,82.0,175.0,66.0,3.0,18.0,2.0,2,92
516,82.0,190.0,93.0,1.0,12.0,6.0,4,64
517,82.0,181.0,91.0,1.0,16.0,9.0,3,61
518,82.0,160.0,98.0,3.0,18.0,6.0,2,75
519,82.0,188.0,89.0,2.0,20.0,8.0,4,60
520,82.0,206.0,68.0,0.0,1.0,0.0,4,76
521,82.0,184.0,93.0,1.0,14.0,9.0,3,63
522,82.0,171.0,62.0,2.0,0.0,5.0,4,91
523,82.0,192.0,72.0,2.0,4.0,9.0,2,87
524,82.0,208.0,89.0,1.0,0.0,2.0,1,88
525,82.0,158.0,83.0,1.0,4.0,6.0,5,63
526,82.0,186.0,63.0,2.0,8.0,4.0,3,82
527,82.0,188.0,92.0,1.0,12.0,9.0,2,68
528,82.0,183.0,82.0,2.0,1.0,5.0,3,87
529,82.0,183.0,83.0,0.0,3.0,3.0,1,78
530,82.0,192.0,86.0,1.0,0.0,5.0,3,82
531,82.0,194.0,88.0,1.0,19.0,4.0,2,67
532,82.0,189.0,83.0,2.0,1.0,0.0,3,91
533,82.0,168.0,61.0,0.0,16.0,0.0,3,62
534,82.0,194.0,73.0,2.0,22.0,4.0,3,72
535,82.0,193.0,100.0,2.0,0.0,8.0,3,88
536,82.0,208.0,92.0,2.0,8.0,4.0,1,86
537,82.0,183.0,85.0,3.0,12.0,6.0,1,91
538,82.0,180.0,66.0,2.0,15.0,6.0,2,81
539,82.0,184.0,92.0,1.0,21.0,7.0,3,62
540,82.0,196.0,63.0,1.0,20.0,5.0,1,70
541,82.0,187.0,93.0,1.0,19.0,4.0,2,64
542,82.0,188.0,92.0,3.0,18.0,3.0,3,81
543,82.0,184.0,85.0,1.0,9.0,9.0,3,69
544,82.0,207.0,86.0,1.0,9.0,8.0,4,72
545,82.0,185.0,107.0,0.0,8.0,9.0,4,54
546,82.0,175.0,83.0,1.0,4.0,3.0,1,78
547,82.0,191.0,79.0,1.0,19.0,8.0,3,63
548,82.0,168.0,93.0,2.0,6.0,6.0,2,83
549,82.0,170.0,68.0,1.0,6.0,3.0,4,68
550,82.0,188.0,72.0,2.0,0.0,4.0,4,92
551,82.0,180.0,65.0,0.0,0.0,8.0,4,69
552,82.0,181.0,94.0,1.0,2.0,7.0,1,80
553,82.0,188.0,87.0,3.0,21.0,0.0,3,82
554,82.0,168.0,86.0,2.0,14.0,1.0,4,73
555,82.0,189.0,84.0,3.0,16.0,8.0,3,84
556,82.0,173.0,70.0,1.0,16.0,2.0,2,69
557,82.0,163.0,87.0,2.0,2.0,7.0,3,75
558,82.0,194.0,69.0,2.0,7.0,7.0,3,90
559,82.0,172.0,97.0,2.0,7.0,7.0,2,77
560,82.0,175.0,95.0,1.0,3.0,6.0,3,73
561,82.0,189.0,70.0,1.0,21.0,6.0,3,68
562,82.0,179.0,71.0,2.0,10.0,7.0,1,87
563,82.0,177.0,91.0,1.0,21.0,8.0,3,60
564,82.0,189.0,84.0,3.0,9.0,8.0,1,94
565,82.0,184.0,61.0,1.0,19.0,9.0,2,70
566,82.0,170.0,84.0,1.0,8.0,9.0,4,62
567,82.0,168.0,70.0,2.0,19.0,3.0,2,80
568,82.0,181.0,80.0,2.0,9.0,7.0,2,86
569,82.0,177.0,95.0,2.0,2.0,4.0,2,83
570,82.0,186.0,84.0,1.0,22.0,4.0,3,66
571,82.0,185.0,79.0,2.0,9.0,6.0,2,84
572,82.0,164.0,65.0,1.0,3.0,3.0,2,76
573,82.0,193.0,74.0,1.0,21.0,4.0,3,63
574,82.0,172.0,62.0,2.0,9.0,8.0,1,85
575,82.0,167.0,94.0,1.0,2.0,8.0,2,71
576,82.0,160.0,75.0,1.0,18.0,8.0,2,64
577,82.0,172.0,83.0,1.0,9.0,6.0,3,68
578,82.0,183.0,80.0,1.0,1.0,6.0,1,81
579,82.0,192.0,68.0,1.0,11.0,5.0,2,81
580,82.0,177.0,78.0,2.0,8.0,1.0,3,81
581,82.0,183.0,77.0,3.0,0.0,1.0,2,101
582,82.0,163.0,80.0,2.0,12.0,3.0,3,77
583,82.0,174.0,87.0,2.0,18.0,8.0,2,67
584,82.0,174.0,90.0,1.0,13.0,9.0,2,60
585,82.0,189.0,91.0,1.0,20.0,4.0,3,66
586,82.0,157.0,79.0,1.0,16.0,8.0,3,57
587,82.0,180.0,65.0,1.0,4.0,4.0,4,72
588,82.0,173.0,73.0,1.0,9.0,1.0,1,82
589,82.0,168.0,70.0,3.0,0.0,5.0,4,93
590,82.0,167.0,67.0,2.0,0.0,8.0,1,87
591,82.0,186.0,71.0,3.0,3.0,2.0,2,106
592,82.0,193.0,76.0,2.0,15.0,9.0,1,83
593,82.0,201.0,82.0,3.0,13.0,8.0,4,81
594,82.0,176.0,82.0,1.0,7.0,7.0,3,71
595,82.0,175.0,71.0,1.0,7.0,2.0,2,80
596,82.0,199.0,83.0,1.0,2.0,8.0,3,76
597,82.0,188.0,64.0,1.0,10.0,8.0,3,73
598,82.0,195.0,100.0,2.0,4.0,9.0,3,76
599,82.0,192.0,97.0,1.0,18.0,6.0,1,67
600,82.0,168.0,94.0,1.0,14.0,3.0,2,62
601,82.0,172.0,62.0,1.0,1.0,7.0,1,83
602,82.0,208.0,94.0,1.0,10.0,6.0,3,70
603,82.0,163.0,70.0,3.0,4.0,6.0,3,93
604,82.0,180.0,70.0,1.0,17.0,6.0,3,63
605,82.0,185.0,91.0,1.0,1.0,7.0,2,81
606,82.0,182.0,71.0,0.0,9.0,8.0,3,64
607,82.0,192.0,78.0,3.0,15.0,10.0,2,91
608,82.0,184.0,93.0,4.0,16.0,8.0,2,91
609,82.0,186.0,68.0,2.0,0.0,3.0,2,99
610,82.0,170.0,67.0,1.0,12.0,2.0,2,77
611,82.0,189.0,70.0,1.0,0.0,6.0,2,82
612,82.0,164.0,69.0,1.0,12.0,5.0,1,75
613,82.0,188.0,93.0,1.0,12.0,4.0,2,67
614,82.0,180.0,69.0,0.0,9.0,3.0,1,73
615,82.0,178.0,87.0,1.0,19.0,4.0,2,67
616,82.0,182.0,60.0,3.0,5.0,6.0,1,100
617,82.0,194.0,81.0,2.0,0.0,10.0,2,94
618,82.0,185.0,101.0,2.0,7.0,9.0,3,81
619,82.0,186.0,91.0,2.0,15.0,5.0,3,76
620,82.0,168.0,90.0,3.0,21.0,7.0,4,69
621,82.0,193.0,78.0,3.0,8.0,5.0,2,92
622,82.0,173.0,66.0,2.0,1.0,7.0,2,88
623,82.0,155.0,75.0,1.0,18.0,5.0,3,62
624,82.0,174.0,84.0,1.0,6.0,1.0,3,72
625,82.0,162.0,63.0,1.0,20.0,9.0,1,64
626,82.0,193.0,87.0,1.0,10.0,2.0,3,79
627,82.0,162.0,77.0,2.0,19.0,3.0,4,75
628,82.0,186.0,87.0,1.0,12.0,7.0,3,65
629,82.0,183.0,64.0,2.0,2.0,9.0,4,79
630,82.0,197.0,86.0,2.0,22.0,2.0,4,76
631,82.0,193.0,82.0,1.0,0.0,9.0,2,80
632,82.0,187.0,80.0,0.0,8.0,7.0,2,68
633,82.0,167.0,96.0,1.0,1.0,5.0,3,73
634,82.0,189.0,75.0,2.0,4.0,3.0,1,88
635,82.0,193.0,74.0,1.0,12.0,8.0,2,71
636,82.0,197.0,85.0,1.0,18.0,4.0,4,62
637,82.0,177.0,73.0,2.0,13.0,8.0,1,84
638,82.0,183.0,73.0,3.0,0.0,6.0,2,98
639,82.0,160.0,71.0,2.0,16.0,5.0,3,77
640,82.0,189.0,74.0,1.0,1.0,0.0,2,86
641,82.0,169.0,83.0,1.0,17.0,6.0,1,66
642,82.0,198.0,91.0,3.0,14.0,7.0,2,88
643,82.0,180.0,86.0,1.0,21.0,2.0,2,65
644,82.0,174.0,71.0,1.0,7.0,8.0,2,75
645,82.0,185.0,67.0,1.0,1.0,1.0,3,88
646,82.0,185.0,65.0,1.0,12.0,5.0,4,69
647,82.0,179.0,95.0,3.0,15.0,7.0,4,82
648,82.0,167.0,64.0,2.0,9.0,6.0,1,86
649,82.0,180.0,79.0,3.0,9.0,8.0,2,91
650,82.0,185.0,95.0,1.0,14.0,5.0,4,60
651,82.0,185.0,89.0,1.0,20.0,9.0,2,59
652,82.0,171.0,92.0,1.0,6.0,5.0,1,75
653,82.0,196.0,75.0,1.0,13.0,0.0,2,81
654,82.0,163.0,76.0,1.0,14.0,8.0,2,63
655,82.0,176.0,82.0,2.0,6.0,9.0,1,87
656,82.0,199.0,66.0,1.0,17.0,6.0,2,67
657,82.0,185.0,89.0,2.0,10.0,0.0,3,85
658,82.0,183.0,85.0,1.0,0.0,9.0,2,75
659,82.0,175.0,78.0,1.0,6.0,4.0,2,77
660,82.0,177.0,69.0,2.0,0.0,9.0,2,91
661,82.0,186.0,89.0,0.0,3.0,1.0,2,76
662,82.0,173.0,70.0,1.0,0.0,8.0,4,78
663,82.0,211.0,63.0,1.0,1.0,8.0,2,83
664,82.0,171.0,73.0,2.0,4.0,9.0,4,76
665,82.0,189.0,95.0,1.0,14.0,7.0,1,74
666,82.0,197.0,81.0,2.0,17.0,9.0,4,67
667,82.0,172.0,98.0,1.0,10.0,7.0,4,59
668,82.0,163.0,71.0,2.0,21.0,5.0,3,75
669,82.0,177.0,77.0,1.0,16.0,8.0,2,65
670,82.0,176.0,103.0,0.0,21.0,3.0,1,54
671,82.0,171.0,75.0,2.0,14.0,8.0,3,77
672,82.0,203.0,73.0,1.0,1.0,1.0,3,83
673,82.0,190.0,61.0,2.0,12.0,10.0,4,75
674,82.0,170.0,71.0,2.0,10.0,1.0,2,87
675,82.0,193.0,64.0,0.0,10.0,6.0,2,72
676,82.0,189.0,74.0,1.0,0.0,3.0,1,86
677,82.0,178.0,96.0,1.0,10.0,6.0,3,68
678,82.0,170.0,74.0,2.0,5.0,7.0,2,83
679,82.0,200.0,65.0,3.0,2.0,5.0,4,96
680,82.0,169.0,97.0,3.0,17.0,7.0,3,76
681,82.0,200.0,86.0,1.0,6.0,6.0,1,83
682,82.0,200.0,94.0,1.0,13.0,9.0,2,69
683,82.0,171.0,77.0,2.0,20.0,6.0,2,80
684,82.0,188.0,84.0,3.0,12.0,8.0,4,81
685,82.0,183.0,69.0,1.0,1.0,8.0,5,69
686,82.0,181.0,67.0,3.0,10.0,0.0,2,101
687,82.0,178.0,78.0,3.0,3.0,8.0,4,85
688,82.0,180.0,106.0,2.0,13.0,3.0,4,72
689,82.0,182.0,73.0,2.0,8.0,6.0,3,80
690,82.0,156.0,73.0,1.0,0.0,8.0,4,69
691,81.0,175.0,91.0,1.0,0.0,3.0,2,82
692,81.0,181.0,78.0,3.0,1.0,5.0,2,101
693,81.0,186.0,86.0,1.0,5.0,6.0,3,72
694,81.0,197.0,94.0,1.0,3.0,5.0,3,79
695,81.0,181.0,66.0,0.0,22.0,6.0,2,57
696,81.0,182.0,62.0,2.0,8.0,6.0,2,89
697,81.0,159.0,90.0,2.0,22.0,3.0,3,62
698,81.0,199.0,70.0,2.0,11.0,4.0,2,93
699,81.0,196.0,67.0,2.0,20.0,1.0,2,78
700,81.0,188.0,71.0,2.0,2.0,10.0,4,84
701,81.0,195.0,86.0,1.0,20.0,6.0,2,64
702,81.0,191.0,99.0,0.0,17.0,5.0,4,51
703,81.0,171.0,76.0,0.0,8.0,9.0,3,59
704,81.0,201.0,60.0,3.0,9.0,6.0,1,96
705,81.0,203.0,82.0,1.0,2.0,7.0,1,81
706,81.0,186.0,68.0,2.0,1.0,5.0,3,89
707,81.0,200.0,64.0,3.0,15.0,2.0,3,92
708,81.0,194.0,72.0,2.0,12.0,7.0,4,72
709,81.0,200.0,66.0,1.0,15.0,8.0,3,63
710,81.0,202.0,70.0,1.0,13.0,9.0,2,70
711,81.0,196.0,70.0,1.0,8.0,6.0,2,81
712,81.0,189.0,97.0,2.0,1.0,6.0,4,83
713,81.0,207.0,95.0,0.0,13.0,9.0,2,61
714,81.0,190.0,79.0,0.0,7.0,2.0,2,75
715,81.0,156.0,97.0,2.0,13.0,10.0,3,69
716,81.0,184.0,70.0,1.0,22.0,5.0,4,60
717,81.0,186.0,88.0,1.0,4.0,8.0,3,69
718,81.0,196.0,76.0,2.0,15.0,6.0,3,71
719,81.0,176.0,84.0,2.0,13.0,9.0,2,76
720,81.0,177.0,98.0,1.0,4.0,5.0,3,69
721,81.0,184.0,80.0,3.0,2.0,5.0,3,92
722,81.0,182.0,86.0,1.0,15.0,4.0,1,69
723,81.0,180.0,70.0,2.0,8.0,5.0,2,84
724,81.0,166.0,80.0,2.0,19.0,3.0,3,69
725,81.0,178.0,74.0,0.0,9.0,2.0,2,69
726,81.0,200.0,108.0,3.0,16.0,6.0,2,91
727,81.0,194.0,106.0,2.0,10.0,7.0,3,71
728,81.0,187.0,84.0,2.0,11.0,8.0,3,71
729,81.0,196.0,69.0,1.0,9.0,9.0,1,76
730,81.0,165.0,72.0,1.0,0.0,8.0,3,71
731,81.0,190.0,63.0,1.0,18.0,8.0,2,69
732,81.0,182.0,76.0,0.0,13.0,3.0,2,65
733,81.0,194.0,61.0,2.0,0.0,6.0,2,98
734,81.0,162.0,74.0,2.0,15.0,8.0,3,71
735,81.0,195.0,96.0,3.0,6.0,8.0,2,98
736,81.0,186.0,71.0,2.0,13.0,5.0,2,78
737,81.0,199.0,104.0,1.0,7.0,2.0,2,76
738,81.0,188.0,100.0,2.0,10.0,7.0,2,73
739,81.0,166.0,61.0,2.0,18.0,8.0,3,73
740,81.0,183.0,75.0,3.0,22.0,6.0,2,83
741,81.0,182.0,70.0,2.0,11.0,9.0,1,81
742,81.0,197.0,100.0,1.0,20.0,4.0,3,55
743,81.0,193.0,68.0,1.0,18.0,4.0,2,74
744,81.0,160.0,92.0,1.0,14.0,7.0,3,62
745,81.0,207.0,74.0,1.0,15.0,0.0,1,79
746,81.0,208.0,100.0,2.0,19.0,7.0,2,72
747,81.0,185.0,72.0,1.0,15.0,8.0,1,75
748,81.0,190.0,76.0,1.0,15.0,8.0,2,69
749,81.0,162.0,77.0,2.0,2.0,9.0,2,80
750,81.0,199.0,80.0,1.0,1.0,2.0,3,79
751,81.0,172.0,99.0,2.0,17.0,6.0,3,66
752,81.0,185.0,62.0,3.0,4.0,5.0,3,96
753,81.0,165.0,72.0,1.0,14.0,1.0,2,72
754,81.0,173.0,76.0,1.0,19.0,7.0,2,57
755,81.0,184.0,79.0,2.0,12.0,4.0,2,83
756,81.0,162.0,71.0,2.0,1.0,9.0,4,81
757,81.0,205.0,77.0,2.0,0.0,6.0,1,91
758,81.0,196.0,63.0,1.0,18.0,8.0,2,65
759,81.0,178.0,112.0,1.0,5.0,4.0,5,68
760,81.0,173.0,69.0,2.0,10.0,5.0,2,81
761,81.0,180.0,66.0,1.0,14.0,8.0,3,66
762,81.0,172.0,88.0,1.0,16.0,0.0,3,64
763,81.0,171.0,73.0,3.0,10.0,8.0,1,88
764,81.0,186.0,63.0,1.0,6.0,7.0,2,83
765,81.0,205.0,63.0,1.0,5.0,3.0,2,85
766,81.0,183.0,109.0,2.0,17.0,4.0,4,67
767,81.0,191.0,63.0,1.0,3.0,5.0,3,78
768,81.0,207.0,78.0,2.0,1.0,8.0,2,90
769,81.0,177.0,81.0,1.0,18.0,3.0,2,69
770,81.0,195.0,78.0,1.0,10.0,0.0,1,84
771,81.0,178.0,75.0,3.0,4.0,8.0,4,86
772,81.0,182.0,65.0,2.0,14.0,0.0,1,90
773,81.0,183.0,67.0,1.0,4.0,0.0,2,82
774,81.0,195.0,109.0,1.0,5.0,7.0,2,68
775,81.0,196.0,88.0,1.0,0.0,9.0,2,76
776,81.0,170.0,62.0,3.0,22.0,0.0,3,87
777,81.0,187.0,76.0,1.0,1.0,8.0,4,75
778,81.0,192.0,98.0,3.0,0.0,9.0,1,99
779,81.0,178.0,97.0,1.0,6.0,7.0,2,76
780,81.0,172.0,88.0,2.0,6.0,8.0,1,77
781,81.0,197.0,71.0,2.0,1.0,7.0,3,90
782,81.0,185.0,90.0,2.0,16.0,0.0,3,84
783,81.0,176.0,86.0,1.0,19.0,9.0,2,58
784,81.0,186.0,84.0,1.0,17.0,10.0,4,54
785,81.0,196.0,72.0,2.0,16.0,1.0,2,88
786,81.0,186.0,61.0,2.0,22.0,9.0,1,77
787,81.0,198.0,69.0,2.0,0.0,5.0,2,90
788,81.0,185.0,74.0,2.0,14.0,7.0,2,78
789,81.0,174.0,65.0,2.0,2.0,9.0,3,90
790,81.0,179.0,94.0,1.0,20.0,2.0,1,67
791,81.0,177.0,90.0,1.0,8.0,5.0,2,66
792,81.0,181.0,86.0,1.0,1.0,4.0,4,78
793,81.0,195.0,76.0,2.0,20.0,3.0,1,76
794,81.0,179.0,77.0,1.0,4.0,5.0,3,76
795,81.0,193.0,91.0,1.0,22.0,6.0,4,55
796,81.0,184.0,65.0,3.0,3.0,4.0,2,107
797,81.0,198.0,67.0,2.0,4.0,9.0,3,81
798,81.0,181.0,78.0,1.0,17.0,8.0,4,56
799,81.0,186.0,95.0,4.0,3.0,9.0,3,94
800,81.0,183.0,69.0,2.0,19.0,2.0,3,77
801,81.0,178.0,72.0,1.0,12.0,9.0,1,71
802,81.0,172.0,66.0,1.0,1.0,3.0,2,87
803,81.0,188.0,63.0,1.0,0.0,8.0,2,80
804,81.0,184.0,76.0,1.0,0.0,9.0,2,75
805,81.0,198.0,62.0,1.0,17.0,7.0,2,73
806,81.0,174.0,67.0,3.0,9.0,9.0,2,90
807,81.0,189.0,77.0,1.0,3.0,3.0,2,78
808,81.0,188.0,81.0,1.0,0.0,4.0,3,82
809,81.0,169.0,104.0,1.0,3.0,4.0,2,70
810,81.0,188.0,96.0,2.0,19.0,6.0,3,64
811,81.0,187.0,64.0,1.0,2.0,3.0,2,82
812,81.0,182.0,97.0,1.0,19.0,0.0,2,70
813,81.0,204.0,88.0,1.0,13.0,8.0,3,69
814,81.0,201.0,72.0,2.0,12.0,2.0,5,76
815,81.0,183.0,73.0,3.0,18.0,7.0,2,87
816,81.0,180.0,85.0,1.0,12.0,5.0,4,69
817,81.0,186.0,62.0,1.0,11.0,6.0,3,75
818,81.0,182.0,86.0,1.0,0.0,6.0,3,78
819,81.0,189.0,94.0,2.0,22.0,8.0,3,61
820,81.0,168.0,67.0,1.0,16.0,6.0,2,68
821,81.0,176.0,82.0,2.0,15.0,2.0,4,77
822,81.0,187.0,73.0,2.0,19.0,7.0,3,74
823,81.0,176.0,87.0,2.0,13.0,9.0,4,67
824,81.0,201.0,68.0,2.0,11.0,7.0,3,75
825,81.0,193.0,68.0,1.0,7.0,2.0,1,84
826,81.0,184.0,77.0,1.0,18.0,8.0,2,66
827,81.0,161.0,79.0,2.0,17.0,8.0,1,74
828,81.0,185.0,63.0,1.0,16.0,0.0,1,77
829,81.0,165.0,76.0,1.0,20.0,5.0,4,61
830,81.0,168.0,99.0,1.0,13.0,1.0,1,70
831,81.0,196.0,81.0,1.0,12.0,3.0,4,70
832,81.0,174.0,69.0,1.0,0.0,2.0,4,76
833,81.0,178.0,86.0,3.0,7.0,6.0,3,89
834,81.0,169.0,69.0,2.0,17.0,5.0,2,76
835,81.0,156.0,70.0,2.0,7.0,9.0,2,83
836,81.0,165.0,90.0,4.0,22.0,7.0,2,81
837,81.0,207.0,84.0,2.0,12.0,9.0,4,76
838,81.0,186.0,94.0,1.0,13.0,7.0,1,70
839,81.0,185.0,106.0,1.0,6.0,9.0,2,66
840,81.0,171.0,73.0,2.0,0.0,4.0,2,92
841,81.0,175.0,79.0,3.0,1.0,9.0,2,97
842,81.0,182.0,72.0,1.0,8.0,9.0,3,70
843,81.0,187.0,99.0,2.0,10.0,5.0,2,85
844,81.0,194.0,61.0,2.0,8.0,4.0,1,92
845,81.0,169.0,88.0,2.0,21.0,3.0,3,73
846,81.0,192.0,82.0,3.0,11.0,9.0,2,86
847,81.0,176.0,101.0,2.0,14.0,7.0,3,67
848,81.0,209.0,86.0,2.0,16.0,5.0,2,83
849,81.0,205.0,69.0,2.0,13.0,6.0,3,82
850,81.0,182.0,77.0,1.0,0.0,2.0,2,83
851,81.0,183.0,99.0,0.0,10.0,3.0,2,66
852,81.0,181.0,76.0,2.0,18.0,8.0,3,71
853,81.0,179.0,89.0,1.0,14.0,9.0,4,52
854,81.0,181.0,83.0,3.0,21.0,9.0,2,81
855,81.0,170.0,92.0,1.0,2.0,8.0,2,71
856,81.0,184.0,83.0,1.0,0.0,1.0,2,86
857,81.0,171.0,89.0,3.0,6.0,0.0,3,90
858,81.0,157.0,84.0,2.0,18.0,4.0,2,71
859,81.0,190.0,78.0,1.0,0.0,5.0,2,78
860,81.0,165.0,70.0,2.0,12.0,0.0,3,78
861,81.0,183.0,77.0,2.0,18.0,7.0,3,68
862,81.0,200.0,64.0,1.0,9.0,3.0,1,83
863,81.0,198.0,103.0,1.0,18.0,9.0,4,58
864,81.0,173.0,64.0,2.0,16.0,3.0,4,72
865,81.0,194.0,86.0,1.0,19.0,2.0,2,73
866,81.0,207.0,83.0,1.0,11.0,9.0,5,67
867,81.0,177.0,109.0,1.0,11.0,4.0,2,69
868,81.0,192.0,73.0,3.0,7.0,9.0,2,92
869,81.0,191.0,103.0,1.0,20.0,9.0,1,59
870,81.0,193.0,76.0,1.0,12.0,7.0,2,69
871,81.0,179.0,62.0,2.0,0.0,0.0,3,93
872,81.0,155.0,84.0,1.0,6.0,9.0,2,66
873,81.0,207.0,75.0,1.0,20.0,1.0,1,76
874,81.0,186.0,94.0,4.0,22.0,3.0,3,86
875,81.0,185.0,100.0,2.0,4.0,4.0,2,88
876,81.0,193.0,110.0,2.0,12.0,6.0,1,83
877,81.0,178.0,75.0,2.0,5.0,7.0,4,74
878,81.0,169.0,67.0,1.0,1.0,6.0,4,74
879,81.0,175.0,73.0,0.0,5.0,3.0,3,70
880,81.0,157.0,94.0,1.0,16.0,5.0,2,62
881,81.0,178.0,98.0,3.0,0.0,6.0,3,97
882,81.0,170.0,72.0,1.0,2.0,7.0,3,71
883,81.0,182.0,65.0,1.0,0.0,9.0,2,82
884,81.0,177.0,65.0,3.0,8.0,5.0,2,94
885,81.0,177.0,79.0,2.0,1.0,3.0,3,88
886,81.0,174.0,86.0,1.0,17.0,6.0,2,62
887,81.0,171.0,70.0,1.0,11.0,5.0,2,76
888,81.0,185.0,69.0,1.0,4.0,9.0,3,75
889,81.0,181.0,96.0,2.0,17.0,7.0,1,75
890,81.0,187.0,64.0,2.0,0.0,3.0,2,98
891,81.0,210.0,75.0,1.0,12.0,7.0,3,72
892,81.0,204.0,60.0,1.0,0.0,7.0,2,85
893,81.0,185.0,80.0,2.0,12.0,1.0,4,74
894,81.0,191.0,61.0,2.0,20.0,4.0,4,74
895,81.0,182.0,104.0,1.0,12.0,9.0,2,69
896,81.0,182.0,76.0,1.0,14.0,3.0,2,74
897,81.0,186.0,75.0,1.0,16.0,4.0,4,63
898,81.0,199.0,65.0,1.0,9.0,0.0,3,79
899,81.0,165.0,72.0,0.0,14.0,4.0,3,59
900,81.0,190.0,72.0,1.0,0.0,3.0,2,88
901,81.0,189.0,62.0,1.0,1.0,7.0,3,81
902,81.0,193.0,76.0,1.0,21.0,8.0,3,65
903,81.0,170.0,82.0,3.0,11.0,9.0,4,75
904,81.0,165.0,71.0,1.0,10.0,9.0,2,67
905,81.0,197.0,92.0,1.0,21.0,8.0,5,57
906,81.0,183.0,94.0,3.0,9.0,9.0,2,82
907,81.0,196.0,68.0,1.0,19.0,8.0,1,65
908,81.0,176.0,79.0,1.0,0.0,5.0,1,83
909,81.0,171.0,79.0,1.0,1.0,3.0,1,85
910,81.0,171.0,74.0,3.0,13.0,5.0,1,88
911,81.0,186.0,77.0,2.0,13.0,4.0,1,87
912,81.0,204.0,98.0,3.0,9.0,6.0,3,88
913,81.0,207.0,111.0,3.0,17.0,6.0,3,86
914,81.0,188.0,74.0,1.0,3.0,3.0,3,84
915,81.0,186.0,65.0,2.0,9.0,5.0,4,79
916,81.0,180.0,90.0,1.0,0.0,8.0,2,73
917,81.0,193.0,76.0,2.0,18.0,6.0,3,74
918,81.0,185.0,95.0,2.0,18.0,5.0,3,66
919,81.0,191.0,78.0,1.0,11.0,6.0,2,72
920,81.0,182.0,65.0,1.0,22.0,4.0,2,64
921,81.0,179.0,77.0,3.0,19.0,7.0,2,80
922,81.0,170.0,81.0,3.0,12.0,7.0,3,80
923,81.0,174.0,89.0,1.0,3.0,3.0,2,83
924,81.0,167.0,65.0,3.0,1.0,6.0,4,93
925,81.0,165.0,79.0,1.0,7.0,6.0,3,64
926,81.0,155.0,94.0,1.0,17.0,2.0,1,63
927,81.0,175.0,63.0,1.0,0.0,9.0,2,83
928,81.0,184.0,99.0,2.0,10.0,3.0,3,77
