genetic,exercise,smoking,alcohol,sugar,bmi,lifespan
79.4,1.4,21.0,0.2,6.9,19.95,75.2
84.4,1.8,4.8,0.7,3.4,36.16,83.4
82.1,1.5,14.3,0.9,2.0,38.12,78.1
80.7,2.7,9.8,0.7,8.8,20.28,79.4
83.1,2.2,5.6,1.8,8.4,17.6,82.5
81.9,2.6,8.6,0.9,1.2,16.87,80.1
79.7,0.4,2.7,3.6,2.3,25.43,77.6
74.7,1.1,8.9,1.8,8.4,18.28,71.7
74.1,1.5,0.5,0.9,8.6,38.86,72.8
85.7,0.1,0.3,0.7,2.9,18.04,85.4
91.3,1.4,10.8,1.0,7.6,20.16,89.0
72.0,2.9,6.3,5.8,10.7,30.86,71.6
84.6,1.8,14.8,0.9,7.9,22.49,81.5
85.9,0.1,21.8,1.5,5.2,28.36,82.6
84.4,1.9,13.3,0.6,7.3,14.42,81.0
78.5,0.7,14.2,0.6,3.8,33.15,73.8
82.1,1.0,0.4,5.1,9.6,34.33,79.1
76.0,1.7,10.5,0.9,3.6,25.96,72.7
79.9,1.8,8.6,5.8,7.6,29.93,75.3
78.8,1.7,21.2,4.8,4.0,14.56,74.8
89.6,3.2,18.1,0.9,10.1,23.11,86.6
79.1,2.0,16.6,2.7,5.9,30.0,77.8
82.2,1.5,21.2,3.3,6.6,28.38,74.3
77.5,1.9,4.7,2.9,7.6,43.94,74.4
82.7,3.1,15.4,4.6,4.8,20.61,78.8
80.0,0.9,3.7,3.8,6.7,12.62,78.2
80.7,0.4,15.1,3.3,4.1,17.54,76.7
81.9,2.3,0.1,4.2,4.3,28.89,81.7
73.8,0.6,14.4,2.8,4.3,31.86,69.2
79.2,3.7,1.7,4.5,3.9,13.48,78.6
86.9,3.1,17.4,1.1,2.4,28.06,83.8
87.1,2.3,20.8,0.5,7.7,28.65,82.0
74.7,2.0,0.0,4.9,6.9,23.85,74.9
84.8,3.7,19.9,1.4,11.5,23.74,81.4
86.5,4.9,10.1,5.1,6.1,22.42,86.9
92.0,3.5,0.0,1.8,2.7,26.3,94.8
85.8,4.6,5.7,0.6,4.0,21.13,89.0
73.3,1.7,20.8,0.6,8.9,22.71,66.6
87.2,0.7,2.2,0.4,5.5,20.55,86.5
76.6,0.4,6.1,4.1,6.0,23.17,73.1
77.9,0.6,9.6,4.1,7.2,16.69,74.1
85.8,2.2,17.2,4.2,4.5,18.89,80.9
76.0,1.4,19.5,1.6,9.2,21.72,71.2
79.8,3.0,11.9,1.0,7.3,25.57,77.9
101.4,3.0,0.1,1.8,4.8,19.66,103.5
90.8,1.7,2.9,3.4,11.6,17.59,89.3
76.3,2.7,18.0,0.2,3.4,17.22,73.4
100.5,3.3,15.2,0.7,6.8,26.58,98.9
92.8,2.8,19.3,0.9,9.5,33.03,86.0
72.3,2.6,1.8,3.1,6.0,15.91,72.4
81.3,3.1,12.7,4.2,5.6,15.52,78.8
82.7,2.9,6.7,0.4,8.7,16.01,81.6
75.3,3.1,7.4,4.0,11.2,25.33,73.5
77.5,3.0,17.2,5.8,4.8,42.32,72.1
79.7,2.0,9.9,2.3,10.9,19.92,75.8
79.9,0.3,0.7,5.6,7.8,27.88,78.9
84.8,2.2,0.2,0.5,4.5,30.76,85.1
82.1,1.2,21.9,0.3,4.9,16.09,77.8
88.9,2.4,0.4,5.3,7.9,34.15,89.3
82.9,1.7,16.0,3.9,4.8,15.71,80.8
84.6,4.6,2.9,0.3,2.0,41.4,86.8
86.4,1.7,0.1,0.7,11.0,21.9,86.4
87.8,0.8,5.5,4.4,5.0,25.4,86.8
86.3,3.6,9.5,1.7,12.8,25.66,84.4
79.9,2.4,2.0,4.1,6.5,32.53,79.6
81.1,3.6,4.6,0.5,8.1,22.92,83.9
73.6,4.1,13.9,0.7,10.9,24.21,73.3
88.0,2.5,21.3,0.3,7.3,30.15,88.1
77.8,1.4,6.9,0.6,4.9,27.32,75.6
93.2,3.3,20.8,0.4,9.1,38.28,88.2
71.8,3.5,2.8,5.7,8.4,34.51,71.8
73.3,4.2,0.8,1.0,8.8,18.68,75.6
82.9,2.6,11.0,1.4,2.9,28.34,80.5
78.5,4.8,15.9,3.0,9.0,50.83,74.0
76.5,2.1,1.9,1.8,6.8,18.82,76.7
93.8,2.6,5.9,0.0,4.9,45.05,91.3
69.6,2.7,16.0,5.1,11.4,36.24,66.0
82.5,1.6,19.7,0.5,5.9,33.14,75.9
83.2,3.5,22.0,3.4,4.7,18.96,81.0
71.0,5.3,17.6,0.8,6.4,24.42,68.9
77.1,1.1,13.5,4.0,7.4,17.88,72.5
97.4,3.3,15.1,4.2,10.8,15.87,95.4
91.0,2.1,11.9,1.8,8.1,32.56,85.7
82.9,2.0,1.9,4.1,6.2,49.8,79.8
87.5,2.4,4.0,0.5,5.8,35.11,86.6
70.8,2.3,1.0,4.4,7.4,40.03,69.5
99.1,1.6,13.2,3.7,7.6,23.97,95.0
86.8,0.7,21.3,0.4,5.2,28.23,82.2
97.2,4.4,20.8,4.3,5.3,27.8,93.6
82.2,1.6,14.9,0.7,3.0,16.25,77.9
72.1,1.0,4.5,4.6,6.8,29.67,71.3
81.4,0.6,17.5,0.4,6.9,20.56,77.6
76.3,4.4,15.1,0.2,5.6,28.96,74.1
84.9,0.4,8.9,2.3,6.2,29.05,80.8
89.4,1.5,5.4,2.5,6.5,28.04,87.1
88.6,1.7,6.5,5.5,6.2,29.0,87.7
76.1,1.5,5.1,0.6,4.0,47.23,72.9
85.8,1.8,10.0,0.3,6.6,20.78,83.6
84.7,0.8,14.2,0.1,5.4,28.77,80.1
87.0,2.9,18.2,1.0,5.5,18.63,86.1
81.3,2.0,14.5,2.3,11.3,23.28,78.2
94.5,3.0,20.9,0.3,10.1,27.39,91.2
98.2,3.6,8.9,4.5,7.6,31.52,95.3
81.9,2.1,10.9,0.1,8.1,27.62,80.2
80.2,3.9,6.6,3.5,9.2,41.7,80.2
75.4,3.9,11.8,5.2,6.9,31.95,73.5
84.4,2.5,14.7,1.0,6.0,15.41,80.8
85.7,3.1,0.0,5.6,4.7,27.05,86.3
86.6,1.7,21.2,4.1,8.2,29.53,77.9
95.7,1.3,17.8,0.5,7.4,21.33,91.6
82.2,1.8,20.6,2.1,7.3,36.16,76.4
79.3,4.1,19.3,0.9,1.7,25.31,78.2
80.9,1.4,0.7,0.5,8.4,30.87,81.0
79.8,2.2,18.9,0.3,11.7,39.72,73.6
92.1,2.5,12.0,1.9,3.7,19.11,91.3
84.9,1.3,16.4,4.0,5.0,31.77,79.6
84.9,5.0,20.7,0.6,7.8,28.22,83.4
72.9,3.9,5.6,4.2,4.3,21.74,73.1
77.9,1.8,20.2,2.6,2.3,19.89,73.9
87.1,1.8,0.6,1.3,11.2,40.82,86.0
84.1,1.2,7.0,2.0,3.3,37.33,80.8
80.5,1.6,21.2,5.2,11.8,40.89,73.5
77.8,3.6,6.3,1.4,11.2,17.01,78.3
80.6,0.9,11.2,0.5,7.3,14.33,78.4
79.0,3.6,5.2,3.9,8.3,23.84,79.4
83.6,2.9,11.3,0.4,8.1,24.81,83.2
87.1,1.7,3.5,2.3,3.7,12.0,86.2
83.7,3.9,3.8,3.4,11.2,30.58,82.6
83.9,3.0,8.1,1.4,4.3,24.92,84.0
74.9,1.8,21.4,0.4,10.2,37.09,67.0
76.2,2.2,20.2,4.6,6.1,26.58,72.5
76.4,4.3,13.5,3.8,3.2,23.46,73.7
84.2,1.9,11.2,3.9,9.0,47.2,78.8
86.7,4.6,0.3,0.6,8.7,24.6,90.0
70.7,4.6,3.9,3.4,8.0,16.99,72.2
84.4,3.1,11.9,2.4,6.9,30.09,83.2
90.0,3.3,0.6,4.3,4.7,32.7,91.3
78.8,1.1,13.2,2.2,9.4,15.92,75.1
89.8,3.2,15.7,3.3,7.6,19.56,86.1
80.5,3.0,18.6,2.0,5.6,29.58,75.3
80.7,1.3,20.3,0.6,5.9,31.09,72.6
73.2,1.8,16.9,4.3,4.5,27.11,70.2
74.7,3.6,14.6,0.6,6.7,19.51,71.3
96.1,2.3,6.1,0.4,5.4,37.6,94.3
81.8,1.3,7.0,2.3,6.8,32.85,79.4
72.1,3.3,15.3,0.5,5.0,22.72,67.6
84.6,2.6,10.6,5.3,9.2,18.22,81.1
78.3,4.1,2.0,4.8,5.4,26.4,79.2
79.8,1.5,13.9,3.8,3.7,13.95,73.7
79.4,2.2,6.3,2.5,7.2,37.82,77.5
65.3,2.8,13.2,0.1,5.0,23.94,63.2
90.4,1.8,7.9,0.3,7.6,24.3,88.8
68.3,2.7,21.3,5.5,7.2,21.9,63.9
82.4,2.3,7.0,3.6,7.5,25.91,81.3
84.9,2.0,1.6,5.9,7.9,33.2,84.4
71.3,3.0,8.0,1.2,3.7,37.26,69.4
84.7,1.2,2.0,1.2,8.2,20.3,83.9
88.4,1.5,16.1,0.4,2.2,31.74,85.7
92.9,2.4,9.6,0.5,7.6,41.32,90.0
81.3,1.3,2.6,1.2,7.7,29.39,81.0
79.7,4.3,0.1,3.8,4.0,38.85,78.5
87.4,2.0,14.9,5.7,7.7,22.3,83.2
87.4,1.3,10.9,1.3,11.2,18.17,84.1
77.2,1.6,7.5,0.6,2.8,14.15,75.3
92.6,4.0,0.6,3.7,4.9,26.8,95.1
90.7,2.1,1.5,0.8,7.0,26.37,90.9
68.4,2.5,0.4,1.2,3.6,17.0,69.2
100.3,3.1,19.7,1.3,11.2,33.87,95.2
88.7,1.4,0.1,2.0,10.5,14.75,88.1
75.8,3.6,13.0,0.6,8.5,11.94,73.3
68.5,3.8,3.7,0.7,4.6,22.92,70.3
85.0,2.7,7.3,0.4,8.4,31.48,83.8
80.1,0.8,9.3,0.2,7.0,18.44,77.6
80.1,0.2,19.5,1.0,7.0,20.35,74.6
83.1,2.9,0.9,0.6,4.9,35.32,84.8
85.7,2.9,8.1,0.6,10.1,25.58,85.5
81.4,3.9,0.1,4.4,5.4,39.97,82.5
78.3,2.0,1.5,2.1,4.2,22.09,79.2
75.4,2.7,11.2,2.2,6.6,30.72,70.7
99.2,1.3,15.3,1.4,6.6,19.35,93.7
78.4,4.7,16.9,4.0,4.7,28.18,76.4
83.7,1.6,6.0,0.7,4.3,27.29,82.7
80.0,1.7,4.9,1.2,11.0,32.84,78.4
83.9,0.3,7.3,0.5,5.6,22.58,81.4
87.7,0.7,21.9,0.9,5.2,16.22,81.6
84.2,3.8,8.2,0.4,8.5,19.43,85.7
88.0,2.3,4.5,1.4,4.3,27.2,87.8
77.3,2.3,19.4,5.1,12.2,21.95,71.7
78.6,1.5,9.7,5.0,6.2,21.39,78.1
85.5,2.1,17.5,3.6,11.2,21.47,81.8
81.9,3.0,16.4,0.7,5.8,30.42,79.5
83.8,2.3,5.6,5.0,11.0,28.94,83.7
72.5,1.2,21.4,0.5,3.9,31.26,67.5
81.8,2.3,13.2,0.4,6.2,25.71,79.7
70.9,3.3,10.2,0.5,3.7,40.55,69.3
79.2,1.4,17.2,0.8,5.2,14.49,75.0
97.7,1.4,9.5,2.3,8.8,29.14,93.8
83.4,0.2,8.4,1.6,5.6,22.78,79.7
73.0,4.7,0.0,0.1,8.3,15.28,75.7
101.9,0.9,20.1,0.9,7.9,35.35,96.3
78.7,1.0,1.9,0.6,3.3,40.39,77.2
86.3,2.7,0.1,2.2,5.4,18.08,87.5
77.8,2.0,9.2,2.5,10.8,29.9,76.3
79.3,2.3,11.2,5.2,4.6,27.14,77.1
85.6,3.9,0.3,1.6,4.8,18.34,87.3
82.4,3.4,16.1,0.6,6.7,34.77,79.0
82.4,2.3,14.9,1.3,5.8,22.95,78.5
98.3,1.4,18.8,3.7,6.1,17.7,92.9
85.8,1.3,6.1,1.3,10.7,29.94,84.0
80.3,2.8,19.5,1.9,7.1,20.78,75.9
77.1,2.6,7.9,0.4,3.9,16.88,76.6
101.3,1.4,14.9,0.4,8.1,36.48,96.6
83.2,1.4,3.5,3.3,8.6,52.88,78.4
99.4,2.0,17.5,0.4,7.2,27.26,96.6
79.3,2.4,3.7,4.8,10.7,28.78,78.5
84.9,1.6,4.5,0.4,2.8,25.94,84.8
71.3,3.0,1.3,3.3,6.1,23.38,71.5
93.6,0.4,8.7,4.7,3.7,19.72,90.0
87.4,2.7,0.1,0.2,5.8,21.14,89.0
87.0,1.5,5.5,4.0,4.2,29.06,85.8
71.6,2.9,8.5,3.0,5.0,33.99,69.9
92.6,1.8,16.8,1.9,6.0,26.47,89.5
93.3,2.7,20.4,5.5,8.2,22.01,85.3
85.9,3.4,22.1,1.6,3.2,36.24,80.4
90.3,2.6,10.0,1.0,13.8,35.22,88.6
78.5,3.0,2.4,0.6,7.5,28.27,80.6
82.9,2.1,7.5,0.3,3.6,20.4,82.5
66.4,2.5,11.9,0.3,10.4,16.93,62.7
73.1,2.5,9.1,0.9,3.0,23.53,71.6
78.4,4.0,5.1,4.8,2.5,19.51,77.1
88.5,1.7,6.5,0.7,12.2,15.71,86.4
78.8,1.2,0.4,4.5,9.6,21.34,77.9
78.2,5.3,15.2,0.8,6.2,31.22,77.8
83.5,1.6,0.9,0.2,3.5,21.93,84.6
88.8,1.1,4.7,0.4,12.3,44.26,85.1
66.0,2.1,15.6,0.5,8.7,26.35,63.1
98.5,2.4,2.5,2.2,8.3,37.89,96.4
78.4,2.2,0.2,5.0,10.5,23.56,77.6
79.6,1.6,19.6,0.3,6.2,33.33,73.1
66.0,2.2,5.4,2.1,2.5,18.52,65.9
76.8,2.3,1.6,0.5,4.8,21.29,77.6
80.9,3.2,0.4,0.8,6.2,33.3,80.3
96.4,1.7,5.3,2.0,4.3,16.92,95.5
98.8,2.3,19.4,0.8,6.5,20.07,97.4
71.2,2.8,3.0,5.2,6.9,24.33,69.6
87.4,2.3,3.4,5.7,3.2,29.95,87.1
77.3,1.1,0.4,3.7,7.2,25.32,77.1
73.6,1.2,21.0,4.7,3.7,28.75,69.2
80.9,3.9,0.8,0.6,4.4,14.73,83.6
64.6,5.4,0.0,0.5,2.8,24.57,68.6
102.1,2.1,6.7,0.6,7.7,41.47,99.4
95.0,2.5,6.8,1.6,4.8,18.29,95.8
79.7,0.4,9.9,4.6,6.7,15.22,74.9
90.5,2.5,3.0,1.4,4.9,24.51,91.1
84.8,4.5,2.4,0.2,6.7,22.55,86.8
78.6,1.5,15.6,1.7,5.0,24.0,72.2
91.0,1.4,0.1,0.6,5.6,20.97,91.7
67.3,2.4,2.8,0.3,6.7,21.6,67.9
80.0,3.0,5.5,0.4,10.9,30.19,79.0
91.0,2.1,11.8,0.3,6.6,45.76,86.8
71.3,1.7,10.1,0.4,2.6,58.6,63.8
88.8,4.5,0.0,0.7,4.5,19.76,92.2
81.5,1.3,0.3,5.0,4.3,44.53,77.5
80.9,1.8,6.7,0.3,1.0,30.85,80.5
84.5,2.5,13.1,4.7,0.9,23.28,80.8
86.8,3.3,0.5,1.0,4.7,48.28,85.8
69.2,2.7,21.9,0.5,8.4,16.98,65.6
77.3,1.5,0.0,1.2,7.4,35.57,77.3
82.4,0.5,18.0,3.8,8.3,44.96,74.7
99.1,2.3,0.2,5.1,5.3,22.29,99.2
79.9,1.6,9.5,0.6,7.8,38.75,76.8
86.8,0.1,0.1,6.0,3.6,28.52,84.3
79.1,2.3,10.4,1.5,4.7,26.9,77.1
89.1,0.3,6.0,4.8,5.4,21.89,87.9
74.2,3.4,1.9,0.3,10.1,42.46,73.0
88.4,0.1,19.0,4.8,4.7,20.93,83.4
72.8,2.5,6.6,0.9,3.7,15.12,73.6
86.9,2.4,19.5,1.0,9.2,21.35,80.0
74.0,1.5,15.3,0.5,2.1,17.55,71.7
79.4,2.4,0.1,1.1,6.6,38.74,79.4
83.6,2.2,0.6,1.7,9.7,47.11,81.7
89.5,2.3,0.3,1.2,10.1,34.84,89.1
88.8,0.2,13.6,4.6,4.5,29.62,83.4
79.8,4.2,17.6,0.6,8.4,39.98,75.9
70.8,3.5,17.1,4.0,8.4,38.0,64.2
75.0,1.0,2.9,1.6,8.3,28.24,73.6
76.5,2.0,13.3,3.0,6.8,15.38,73.3
66.4,1.9,2.3,0.3,13.7,18.76,66.3
64.6,2.5,5.9,2.2,8.4,21.26,63.2
70.5,0.8,8.7,0.8,6.1,28.41,66.5
84.1,1.0,7.1,5.8,12.9,27.89,82.2
76.8,1.7,17.2,2.6,3.9,25.52,71.1
78.9,1.7,2.3,0.1,9.9,40.85,77.1
78.7,2.2,13.2,0.1,2.9,31.12,76.5
83.3,4.2,18.8,1.2,2.2,37.86,82.5
71.9,3.0,5.5,1.9,5.6,26.01,72.1
83.2,2.8,15.5,0.3,9.3,32.92,79.0
77.2,0.8,21.7,0.6,9.5,19.03,74.3
75.6,2.9,1.1,1.9,9.1,34.34,76.9
88.4,1.5,14.3,1.1,7.5,31.38,83.9
75.8,1.4,9.9,0.1,3.7,30.16,74.0
82.7,2.0,8.9,2.3,3.8,19.27,80.5
82.7,3.5,0.1,0.7,7.2,33.23,82.7
80.2,3.4,12.3,0.5,3.8,29.73,80.3
90.4,2.2,0.5,4.5,4.7,36.1,89.8
93.3,2.3,17.1,0.4,4.3,20.4,89.3
85.1,1.2,0.2,1.2,4.6,48.03,82.7
92.5,1.8,6.0,0.9,4.6,23.99,91.6
84.3,2.7,21.2,2.1,6.9,29.39,80.8
100.0,1.2,0.7,0.2,8.5,17.88,99.8
83.0,1.6,17.0,4.6,11.5,17.43,80.2
92.0,1.7,14.8,0.8,5.0,21.88,89.3
87.2,2.5,0.2,0.3,7.1,29.58,87.8
82.0,2.1,16.1,0.4,9.7,22.56,79.2
86.2,5.1,6.1,0.5,11.6,22.25,88.8
86.4,5.4,14.3,3.3,5.9,19.5,84.5
89.8,1.5,0.1,5.2,11.0,18.71,90.4
81.2,2.3,15.6,5.7,4.0,33.39,73.9
89.2,1.6,13.2,0.7,7.1,33.76,86.7
82.3,4.1,11.9,4.5,3.5,20.89,82.9
83.7,2.3,15.0,0.3,8.1,18.28,79.7
77.7,1.4,10.0,4.0,5.3,36.0,74.2
83.3,2.1,20.7,0.8,11.2,34.41,78.7
83.1,1.6,6.3,1.2,9.6,25.99,80.8
77.2,2.8,1.8,0.9,5.1,23.97,78.1
84.8,3.4,20.5,0.5,8.2,16.35,79.4
85.4,1.4,20.0,4.7,8.6,26.68,79.9
83.2,1.3,0.3,2.3,9.4,25.03,82.3
86.5,1.4,3.5,4.1,3.7,26.56,85.5
77.5,1.8,1.2,1.3,5.0,23.92,78.2
86.4,3.9,17.1,1.7,13.2,31.75,81.9
76.1,2.2,3.9,0.6,4.3,25.92,76.6
73.5,3.2,12.9,1.0,9.0,21.08,70.4
87.3,4.8,11.0,4.5,6.1,21.83,84.5
76.6,1.7,15.3,0.4,8.1,24.64,74.5
81.8,3.5,11.6,2.3,4.8,31.13,80.5
75.5,4.3,12.6,3.1,7.9,29.28,72.9
91.2,4.2,1.7,1.2,9.9,17.11,95.6
80.7,1.7,14.0,0.2,6.1,16.64,79.3
85.4,1.7,19.4,0.7,7.2,16.53,81.9
81.4,2.9,4.4,3.6,7.8,41.7,79.6
81.2,4.5,4.4,0.3,10.0,22.16,83.3
77.1,1.5,21.7,1.3,7.7,20.93,72.8
100.8,1.8,16.2,1.3,2.5,21.04,98.9
78.5,1.1,19.5,5.4,6.2,33.15,69.9
81.4,3.5,0.0,0.0,3.7,34.06,84.8
69.5,2.3,4.5,1.3,6.1,24.67,69.2
75.9,1.7,0.7,2.4,5.5,13.38,76.7
71.7,0.1,19.9,5.9,4.5,35.11,62.0
84.7,0.5,0.2,0.4,2.9,40.65,83.3
80.8,2.6,3.6,2.1,6.8,20.41,79.9
80.3,2.1,4.7,1.4,8.4,22.0,80.2
89.5,0.7,6.3,3.1,3.0,19.85,88.1
79.4,1.8,0.3,0.5,5.8,26.95,79.7
85.2,1.3,19.6,4.6,8.1,19.77,78.6
65.2,0.7,11.5,0.5,6.0,22.24,63.2
77.3,1.7,15.7,1.1,10.7,22.06,73.8
88.5,2.6,0.3,1.6,6.0,42.16,88.0
91.8,2.8,11.2,5.3,4.5,20.28,90.6
74.7,1.4,6.7,1.2,2.5,13.82,73.6
79.4,1.7,2.3,1.3,9.8,22.69,79.4
97.2,2.4,14.5,0.8,4.3,15.3,94.0
89.2,1.4,2.5,1.1,10.6,34.09,88.2
84.0,2.6,6.8,3.8,8.7,18.04,82.2
66.1,4.4,18.3,0.8,3.4,41.4,61.0
92.1,2.3,20.9,0.7,6.3,37.48,86.8
74.9,1.9,0.3,2.7,8.2,34.04,74.6
78.6,3.6,7.9,2.4,5.2,32.34,77.8
77.7,2.8,21.8,0.3,3.3,24.8,77.1
77.4,3.6,1.1,0.3,3.6,19.66,80.9
82.9,1.7,14.4,5.1,4.7,36.48,78.5
77.2,1.8,4.1,0.3,2.6,23.33,76.2
84.6,2.5,11.9,0.9,9.9,39.14,79.4
72.6,1.7,15.3,3.9,3.0,28.73,68.7
99.2,1.9,0.4,4.2,4.0,21.21,99.9
82.3,2.7,0.1,5.0,6.2,50.65,80.3
85.0,2.1,10.6,1.9,9.2,41.27,80.7
79.9,1.7,16.1,3.8,5.9,40.38,74.6
98.7,2.8,10.8,4.7,3.8,28.09,97.1
92.7,1.5,11.4,0.4,7.5,31.73,89.8
73.5,2.4,12.6,4.7,8.7,34.01,72.0
77.6,1.4,18.4,0.2,5.4,24.36,75.1
80.8,2.2,22.1,4.0,8.7,16.94,74.4
67.6,3.9,1.1,0.3,10.7,40.53,68.0
79.4,0.6,7.7,0.9,6.3,18.07,77.5
75.4,2.0,13.2,3.5,5.1,18.06,73.4
86.9,3.8,0.6,4.8,11.9,24.36,87.4
79.8,3.1,0.7,0.9,5.9,50.99,78.7
73.4,1.5,0.1,5.8,7.3,18.26,72.2
77.8,2.3,0.6,5.4,3.9,21.31,78.0
69.3,2.0,21.6,0.1,11.6,24.32,63.8
72.5,1.4,8.5,2.3,4.3,18.64,70.1
88.2,1.2,4.0,0.9,9.9,27.8,86.7
77.6,1.0,20.2,5.2,3.3,16.1,72.6
84.9,3.2,9.4,4.5,5.5,20.79,83.7
86.2,1.4,14.9,0.7,11.4,26.99,82.9
73.5,4.3,5.1,0.6,3.2,24.32,75.5
71.7,1.7,17.7,3.2,3.4,21.79,67.2
79.2,1.2,5.4,2.2,9.2,29.84,76.6
84.6,3.9,1.7,0.4,6.2,32.04,84.8
90.7,1.9,14.2,0.5,7.6,16.76,88.4
76.6,2.1,0.3,3.1,2.8,33.33,76.6
74.4,3.9,17.5,1.1,5.9,42.08,68.8
92.8,1.6,0.6,4.0,8.9,15.75,92.7
84.9,2.6,19.7,0.2,2.6,43.49,79.4
78.9,3.1,0.6,5.8,13.5,28.7,78.5
93.1,3.3,0.1,0.3,4.7,32.11,93.5
75.4,2.0,0.7,0.4,6.1,34.55,75.3
73.9,3.2,10.5,1.7,8.9,24.18,71.9
79.2,1.7,0.1,0.4,5.8,24.25,80.4
75.3,3.1,17.8,1.6,4.8,35.32,73.6
84.6,2.7,0.1,2.7,4.0,28.82,85.0
84.6,1.3,19.5,3.1,4.2,33.58,79.6
74.5,1.9,2.2,0.9,7.2,38.0,73.1
91.1,2.1,2.0,5.2,0.8,13.1,90.2
82.1,2.1,8.3,0.7,2.2,17.17,81.9
87.8,1.1,0.1,0.6,8.1,19.08,88.2
87.0,2.6,6.5,0.5,4.5,18.09,86.7
79.5,1.4,18.6,3.9,8.6,43.66,73.7
85.5,2.0,4.5,5.6,5.8,40.14,82.1
77.7,3.3,21.4,0.6,7.1,14.51,75.9
85.5,4.7,5.6,1.0,8.3,30.63,85.9
80.9,1.9,3.8,6.0,2.2,25.96,79.5
66.5,2.5,0.4,5.9,11.4,27.32,66.2
96.3,2.8,0.2,2.0,2.1,19.85,98.3
82.6,0.4,11.3,1.9,3.4,27.32,79.8
82.1,4.5,16.1,0.3,7.6,34.88,79.4
101.8,3.0,14.8,1.3,4.0,24.0,100.4
73.9,2.5,20.9,0.7,11.2,32.67,69.3
78.7,2.5,13.1,2.3,11.8,25.84,76.2
91.9,1.1,15.9,1.6,1.7,31.99,87.1
81.8,2.4,0.4,5.1,3.8,24.6,83.2
80.4,4.2,8.2,2.5,6.9,32.91,79.7
82.9,1.7,16.1,0.5,6.4,28.94,81.6
73.7,5.0,11.5,3.9,4.9,23.01,74.8
96.0,2.0,19.8,0.6,13.3,29.0,91.9
84.2,4.2,19.6,0.5,7.1,34.61,84.2
81.1,1.9,17.2,1.6,4.2,38.98,76.3
81.7,0.8,9.6,0.5,7.0,34.09,79.1
75.7,0.7,19.1,5.4,0.8,29.22,69.3
85.2,0.8,9.3,1.7,3.4,28.97,81.9
79.9,0.6,14.1,0.6,11.6,14.29,77.3
83.7,2.9,3.2,3.3,9.3,30.77,83.0
82.2,1.7,10.0,3.1,5.7,18.83,78.8
99.5,4.1,4.9,4.4,3.8,25.11,100.1
80.9,2.0,20.7,4.3,9.6,40.46,73.1
80.8,1.9,0.1,0.4,8.1,31.33,81.6
81.0,1.5,0.4,0.6,4.9,30.37,81.4
80.2,3.7,5.1,1.2,4.0,27.54,80.4
76.3,3.3,3.2,0.7,6.8,38.66,76.1
86.5,0.4,15.9,5.6,7.4,41.08,78.5
82.8,3.6,5.8,0.5,8.7,16.44,84.4
92.3,1.0,20.7,3.5,4.8,19.57,87.5
72.1,1.6,7.0,0.6,4.6,23.96,70.8
87.3,2.7,21.4,0.5,4.5,24.2,84.5
88.1,2.1,16.7,5.8,10.2,28.72,84.7
82.5,1.5,21.5,0.2,4.5,23.3,78.8
80.9,0.7,14.0,5.3,11.3,31.31,74.0
69.9,1.5,0.3,5.9,6.1,26.09,69.4
80.2,5.1,18.2,4.2,6.7,19.11,78.7
79.6,3.1,0.4,0.5,5.8,18.24,80.8
77.2,5.0,3.8,5.0,2.4,33.42,78.7
68.6,2.7,19.6,4.3,6.1,25.72,62.8
79.6,4.7,2.3,0.1,10.5,26.04,81.3
88.5,3.0,13.1,3.4,12.3,17.75,85.8
87.5,2.1,14.5,1.4,7.9,36.56,85.5
86.3,0.8,0.5,0.4,7.5,40.63,84.8
80.7,3.4,13.1,1.7,2.1,29.78,80.5
71.5,3.6,1.5,1.0,5.5,41.91,71.7
86.5,1.2,0.0,0.7,6.1,23.63,86.8
77.8,2.1,19.2,0.8,3.0,32.46,71.3
87.6,5.1,2.4,0.4,9.8,19.72,90.5
74.3,2.0,21.4,1.2,8.0,42.18,68.4
90.3,3.0,10.8,0.7,3.8,22.94,88.2
79.7,0.9,9.9,0.2,7.4,32.87,77.7
74.1,2.2,21.6,4.1,8.7,12.83,68.1
91.0,3.4,0.1,1.1,1.9,22.53,93.5
79.6,1.7,16.9,0.4,2.6,20.93,75.5
65.2,3.3,13.6,3.2,6.7,15.1,60.9
79.1,1.5,7.2,5.5,3.4,26.62,76.6
89.5,4.6,19.9,0.3,9.7,36.71,87.1
95.1,1.6,0.4,0.9,9.2,27.85,94.7
84.0,2.8,4.2,5.2,4.3,27.22,82.4
80.3,2.7,9.6,1.6,7.9,41.98,77.4
78.0,2.3,14.1,5.1,3.0,28.37,72.9
81.1,1.6,1.0,3.0,12.0,40.6,79.7
85.5,3.1,7.2,6.0,3.6,14.66,83.6
79.2,1.2,3.4,1.9,6.7,32.96,77.7
76.9,4.9,1.3,1.8,8.4,37.42,79.0
83.9,0.9,14.2,5.4,5.3,23.99,81.4
90.0,5.1,20.8,0.5,2.8,26.2,89.4
84.8,4.1,11.4,2.4,5.5,21.93,84.3
71.5,1.6,16.0,4.9,5.9,42.05,65.7
85.7,1.6,15.3,0.5,6.3,35.39,80.9
86.5,5.2,4.0,4.9,5.5,19.87,88.7
75.6,1.6,10.4,0.4,7.4,45.59,71.6
84.2,3.0,19.2,4.4,12.5,14.54,82.2
81.2,2.4,0.4,5.5,0.8,35.35,79.9
