genetic,length,mass,exercise,smoking,alcohol,sugar,bmi,lifespan
82.0,174.0,83.0,2.0,6.0,2.0,2,27.41,84
82.0,172.0,73.0,1.0,9.0,7.0,2,24.68,71
82.0,191.0,80.0,2.0,11.0,6.0,4,21.93,80
82.0,205.0,74.0,2.0,19.0,9.0,3,17.61,71
82.0,177.0,86.0,1.0,14.0,6.0,3,27.45,69
82.0,197.0,91.0,3.0,19.0,5.0,5,23.45,76
82.0,186.0,101.0,3.0,21.0,5.0,2,29.19,82
82.0,173.0,65.0,4.0,4.0,7.0,2,21.72,106
82.0,199.0,64.0,1.0,5.0,5.0,2,16.16,83
82.0,194.0,64.0,1.0,5.0,3.0,3,17.0,86
82.0,169.0,61.0,3.0,13.0,7.0,2,21.36,90
82.0,204.0,71.0,2.0,0.0,2.0,3,17.06,94
82.0,182.0,75.0,1.0,1.0,5.0,3,22.64,78
82.0,173.0,77.0,1.0,12.0,10.0,4,25.73,62
82.0,187.0,103.0,2.0,2.0,7.0,2,29.45,81
82.0,175.0,100.0,1.0,0.0,8.0,1,32.65,73
82.0,184.0,76.0,3.0,2.0,3.0,4,22.45,92
82.0,197.0,80.0,1.0,19.0,5.0,2,20.61,71
82.0,161.0,85.0,1.0,20.0,6.0,2,32.79,59
82.0,180.0,98.0,2.0,1.0,6.0,3,30.25,82
82.0,181.0,87.0,4.0,20.0,7.0,1,26.56,91
82.0,190.0,83.0,1.0,20.0,10.0,4,22.99,59
82.0,179.0,69.0,3.0,18.0,0.0,3,21.53,87
82.0,204.0,70.0,1.0,10.0,9.0,2,16.82,80
82.0,170.0,71.0,3.0,19.0,7.0,4,24.57,76
82.0,182.0,78.0,3.0,3.0,3.0,2,23.55,96
82.0,179.0,83.0,1.0,13.0,6.0,2,25.9,64
82.0,201.0,71.0,1.0,13.0,8.0,2,17.57,75
82.0,189.0,73.0,0.0,4.0,9.0,2,20.44,69
82.0,193.0,74.0,1.0,17.0,6.0,2,19.87,71
82.0,192.0,109.0,1.0,4.0,8.0,2,29.57,76
82.0,190.0,96.0,1.0,4.0,4.0,2,26.59,81
82.0,180.0,69.0,2.0,16.0,3.0,2,21.3,77
82.0,172.0,70.0,2.0,0.0,7.0,3,23.66,85
82.0,180.0,98.0,1.0,6.0,6.0,2,30.25,75
82.0,203.0,64.0,2.0,21.0,7.0,3,15.53,72
82.0,188.0,104.0,1.0,14.0,9.0,2,29.43,64
82.0,207.0,78.0,2.0,0.0,4.0,1,18.2,101
82.0,188.0,93.0,1.0,2.0,7.0,3,26.31,70
82.0,163.0,77.0,1.0,13.0,0.0,2,28.98,78
82.0,196.0,68.0,1.0,18.0,7.0,4,17.7,64
82.0,179.0,70.0,1.0,15.0,9.0,1,21.85,69
82.0,187.0,67.0,1.0,1.0,6.0,3,19.16,83
82.0,176.0,80.0,3.0,21.0,8.0,4,25.83,76
82.0,181.0,77.0,2.0,20.0,9.0,1,23.5,73
82.0,180.0,80.0,1.0,5.0,8.0,3,24.69,73
82.0,175.0,87.0,1.0,3.0,9.0,2,28.41,77
82.0,180.0,73.0,1.0,3.0,3.0,1,22.53,83
82.0,199.0,95.0,1.0,17.0,1.0,1,23.99,78
82.0,179.0,87.0,2.0,5.0,1.0,2,27.15,89
82.0,193.0,81.0,3.0,18.0,9.0,2,21.75,84
82.0,202.0,74.0,2.0,20.0,1.0,2,18.14,87
82.0,199.0,76.0,1.0,9.0,1.0,4,19.19,78
82.0,184.0,83.0,2.0,20.0,8.0,3,24.52,74
82.0,154.0,95.0,1.0,5.0,6.0,4,40.06,62
82.0,176.0,65.0,3.0,8.0,8.0,2,20.98,96
82.0,193.0,93.0,3.0,14.0,1.0,3,24.97,89
82.0,189.0,88.0,1.0,13.0,7.0,4,24.64,68
82.0,164.0,64.0,1.0,13.0,7.0,2,23.8,70
82.0,180.0,63.0,1.0,1.0,9.0,3,19.44,76
82.0,183.0,97.0,2.0,9.0,7.0,3,28.96,80
82.0,173.0,64.0,1.0,5.0,5.0,3,21.38,76
82.0,198.0,77.0,1.0,8.0,6.0,1,19.64,76
82.0,185.0,91.0,2.0,0.0,0.0,1,26.59,103
82.0,186.0,73.0,1.0,22.0,1.0,4,21.1,64
82.0,173.0,67.0,1.0,0.0,7.0,2,22.39,85
82.0,196.0,74.0,1.0,11.0,6.0,3,19.26,73
82.0,172.0,68.0,2.0,18.0,7.0,1,22.99,83
82.0,196.0,69.0,3.0,1.0,8.0,4,17.96,94
82.0,173.0,101.0,2.0,6.0,8.0,2,33.75,78
82.0,213.0,91.0,3.0,2.0,6.0,4,20.06,94
82.0,172.0,72.0,1.0,0.0,6.0,4,24.34,76
82.0,208.0,76.0,1.0,0.0,8.0,5,17.57,80
82.0,164.0,96.0,2.0,18.0,7.0,3,35.69,67
82.0,174.0,67.0,2.0,20.0,9.0,3,22.13,73
82.0,174.0,96.0,2.0,8.0,9.0,2,31.71,81
82.0,165.0,67.0,2.0,20.0,1.0,3,24.61,74
82.0,182.0,73.0,2.0,2.0,10.0,3,22.04,83
82.0,164.0,77.0,2.0,8.0,7.0,3,28.63,73
82.0,194.0,96.0,2.0,1.0,3.0,2,25.51,86
82.0,175.0,66.0,3.0,18.0,2.0,2,21.55,92
82.0,190.0,93.0,1.0,12.0,6.0,4,25.76,64
82.0,181.0,91.0,1.0,16.0,9.0,3,27.78,61
82.0,160.0,98.0,3.0,18.0,6.0,2,38.28,75
82.0,188.0,89.0,2.0,20.0,8.0,4,25.18,60
82.0,206.0,68.0,0.0,1.0,0.0,4,16.02,76
82.0,184.0,93.0,1.0,14.0,9.0,3,27.47,63
82.0,171.0,62.0,2.0,0.0,5.0,4,21.2,91
82.0,192.0,72.0,2.0,4.0,9.0,2,19.53,87
82.0,208.0,89.0,1.0,0.0,2.0,1,20.57,88
82.0,158.0,83.0,1.0,4.0,6.0,5,33.25,63
82.0,186.0,63.0,2.0,8.0,4.0,3,18.21,82
82.0,188.0,92.0,1.0,12.0,9.0,2,26.03,68
82.0,183.0,82.0,2.0,1.0,5.0,3,24.49,87
82.0,183.0,83.0,0.0,3.0,3.0,1,24.78,78
82.0,192.0,86.0,1.0,0.0,5.0,3,23.33,82
82.0,194.0,88.0,1.0,19.0,4.0,2,23.38,67
82.0,189.0,83.0,2.0,1.0,0.0,3,23.24,91
82.0,168.0,61.0,0.0,16.0,0.0,3,21.61,62
82.0,194.0,73.0,2.0,22.0,4.0,3,19.4,72
82.0,193.0,100.0,2.0,0.0,8.0,3,26.85,88
82.0,208.0,92.0,2.0,8.0,4.0,1,21.26,86
82.0,183.0,85.0,3.0,12.0,6.0,1,25.38,91
82.0,180.0,66.0,2.0,15.0,6.0,2,20.37,81
82.0,184.0,92.0,1.0,21.0,7.0,3,27.17,62
82.0,196.0,63.0,1.0,20.0,5.0,1,16.4,70
82.0,187.0,93.0,1.0,19.0,4.0,2,26.59,64
82.0,188.0,92.0,3.0,18.0,3.0,3,26.03,81
82.0,184.0,85.0,1.0,9.0,9.0,3,25.11,69
82.0,207.0,86.0,1.0,9.0,8.0,4,20.07,72
82.0,185.0,107.0,0.0,8.0,9.0,4,31.26,54
82.0,175.0,83.0,1.0,4.0,3.0,1,27.1,78
82.0,191.0,79.0,1.0,19.0,8.0,3,21.66,63
82.0,168.0,93.0,2.0,6.0,6.0,2,32.95,83
82.0,170.0,68.0,1.0,6.0,3.0,4,23.53,68
82.0,188.0,72.0,2.0,0.0,4.0,4,20.37,92
82.0,180.0,65.0,0.0,0.0,8.0,4,20.06,69
82.0,181.0,94.0,1.0,2.0,7.0,1,28.69,80
82.0,188.0,87.0,3.0,21.0,0.0,3,24.62,82
82.0,168.0,86.0,2.0,14.0,1.0,4,30.47,73
82.0,189.0,84.0,3.0,16.0,8.0,3,23.52,84
82.0,173.0,70.0,1.0,16.0,2.0,2,23.39,69
82.0,163.0,87.0,2.0,2.0,7.0,3,32.74,75
82.0,194.0,69.0,2.0,7.0,7.0,3,18.33,90
82.0,172.0,97.0,2.0,7.0,7.0,2,32.79,77
82.0,175.0,95.0,1.0,3.0,6.0,3,31.02,73
82.0,189.0,70.0,1.0,21.0,6.0,3,19.6,68
82.0,179.0,71.0,2.0,10.0,7.0,1,22.16,87
82.0,177.0,91.0,1.0,21.0,8.0,3,29.05,60
82.0,189.0,84.0,3.0,9.0,8.0,1,23.52,94
82.0,184.0,61.0,1.0,19.0,9.0,2,18.02,70
82.0,170.0,84.0,1.0,8.0,9.0,4,29.07,62
82.0,168.0,70.0,2.0,19.0,3.0,2,24.8,80
82.0,181.0,80.0,2.0,9.0,7.0,2,24.42,86
82.0,177.0,95.0,2.0,2.0,4.0,2,30.32,83
82.0,186.0,84.0,1.0,22.0,4.0,3,24.28,66
82.0,185.0,79.0,2.0,9.0,6.0,2,23.08,84
82.0,164.0,65.0,1.0,3.0,3.0,2,24.17,76
82.0,193.0,74.0,1.0,21.0,4.0,3,19.87,63
82.0,172.0,62.0,2.0,9.0,8.0,1,20.96,85
82.0,167.0,94.0,1.0,2.0,8.0,2,33.71,71
82.0,160.0,75.0,1.0,18.0,8.0,2,29.3,64
82.0,172.0,83.0,1.0,9.0,6.0,3,28.06,68
82.0,183.0,80.0,1.0,1.0,6.0,1,23.89,81
82.0,192.0,68.0,1.0,11.0,5.0,2,18.45,81
82.0,177.0,78.0,2.0,8.0,1.0,3,24.9,81
82.0,183.0,77.0,3.0,0.0,1.0,2,22.99,101
82.0,163.0,80.0,2.0,12.0,3.0,3,30.11,77
82.0,174.0,87.0,2.0,18.0,8.0,2,28.74,67
82.0,174.0,90.0,1.0,13.0,9.0,2,29.73,60
82.0,189.0,91.0,1.0,20.0,4.0,3,25.48,66
82.0,157.0,79.0,1.0,16.0,8.0,3,32.05,57
82.0,180.0,65.0,1.0,4.0,4.0,4,20.06,72
82.0,173.0,73.0,1.0,9.0,1.0,1,24.39,82
82.0,168.0,70.0,3.0,0.0,5.0,4,24.8,93
82.0,167.0,67.0,2.0,0.0,8.0,1,24.02,87
82.0,186.0,71.0,3.0,3.0,2.0,2,20.52,106
82.0,193.0,76.0,2.0,15.0,9.0,1,20.4,83
82.0,201.0,82.0,3.0,13.0,8.0,4,20.3,81
82.0,176.0,82.0,1.0,7.0,7.0,3,26.47,71
82.0,175.0,71.0,1.0,7.0,2.0,2,23.18,80
82.0,199.0,83.0,1.0,2.0,8.0,3,20.96,76
82.0,188.0,64.0,1.0,10.0,8.0,3,18.11,73
82.0,195.0,100.0,2.0,4.0,9.0,3,26.3,76
82.0,192.0,97.0,1.0,18.0,6.0,1,26.31,67
82.0,168.0,94.0,1.0,14.0,3.0,2,33.3,62
82.0,172.0,62.0,1.0,1.0,7.0,1,20.96,83
82.0,208.0,94.0,1.0,10.0,6.0,3,21.73,70
82.0,163.0,70.0,3.0,4.0,6.0,3,26.35,93
82.0,180.0,70.0,1.0,17.0,6.0,3,21.6,63
82.0,185.0,91.0,1.0,1.0,7.0,2,26.59,81
82.0,182.0,71.0,0.0,9.0,8.0,3,21.43,64
82.0,192.0,78.0,3.0,15.0,10.0,2,21.16,91
82.0,184.0,93.0,4.0,16.0,8.0,2,27.47,91
82.0,186.0,68.0,2.0,0.0,3.0,2,19.66,99
82.0,170.0,67.0,1.0,12.0,2.0,2,23.18,77
82.0,189.0,70.0,1.0,0.0,6.0,2,19.6,82
82.0,164.0,69.0,1.0,12.0,5.0,1,25.65,75
82.0,188.0,93.0,1.0,12.0,4.0,2,26.31,67
82.0,180.0,69.0,0.0,9.0,3.0,1,21.3,73
82.0,178.0,87.0,1.0,19.0,4.0,2,27.46,67
82.0,182.0,60.0,3.0,5.0,6.0,1,18.11,100
82.0,194.0,81.0,2.0,0.0,10.0,2,21.52,94
82.0,185.0,101.0,2.0,7.0,9.0,3,29.51,81
82.0,186.0,91.0,2.0,15.0,5.0,3,26.3,76
82.0,168.0,90.0,3.0,21.0,7.0,4,31.89,69
82.0,193.0,78.0,3.0,8.0,5.0,2,20.94,92
82.0,173.0,66.0,2.0,1.0,7.0,2,22.05,88
82.0,155.0,75.0,1.0,18.0,5.0,3,31.22,62
82.0,174.0,84.0,1.0,6.0,1.0,3,27.74,72
82.0,162.0,63.0,1.0,20.0,9.0,1,24.01,64
82.0,193.0,87.0,1.0,10.0,2.0,3,23.36,79
82.0,162.0,77.0,2.0,19.0,3.0,4,29.34,75
82.0,186.0,87.0,1.0,12.0,7.0,3,25.15,65
82.0,183.0,64.0,2.0,2.0,9.0,4,19.11,79
82.0,197.0,86.0,2.0,22.0,2.0,4,22.16,76
82.0,193.0,82.0,1.0,0.0,9.0,2,22.01,80
82.0,187.0,80.0,0.0,8.0,7.0,2,22.88,68
82.0,167.0,96.0,1.0,1.0,5.0,3,34.42,73
82.0,189.0,75.0,2.0,4.0,3.0,1,21.0,88
82.0,193.0,74.0,1.0,12.0,8.0,2,19.87,71
82.0,197.0,85.0,1.0,18.0,4.0,4,21.9,62
82.0,177.0,73.0,2.0,13.0,8.0,1,23.3,84
82.0,183.0,73.0,3.0,0.0,6.0,2,21.8,98
82.0,160.0,71.0,2.0,16.0,5.0,3,27.73,77
82.0,189.0,74.0,1.0,1.0,0.0,2,20.72,86
82.0,169.0,83.0,1.0,17.0,6.0,1,29.06,66
82.0,198.0,91.0,3.0,14.0,7.0,2,23.21,88
82.0,180.0,86.0,1.0,21.0,2.0,2,26.54,65
82.0,174.0,71.0,1.0,7.0,8.0,2,23.45,75
82.0,185.0,67.0,1.0,1.0,1.0,3,19.58,88
82.0,185.0,65.0,1.0,12.0,5.0,4,18.99,69
82.0,179.0,95.0,3.0,15.0,7.0,4,29.65,82
82.0,167.0,64.0,2.0,9.0,6.0,1,22.95,86
82.0,180.0,79.0,3.0,9.0,8.0,2,24.38,91
82.0,185.0,95.0,1.0,14.0,5.0,4,27.76,60
82.0,185.0,89.0,1.0,20.0,9.0,2,26.0,59
82.0,171.0,92.0,1.0,6.0,5.0,1,31.46,75
82.0,196.0,75.0,1.0,13.0,0.0,2,19.52,81
82.0,163.0,76.0,1.0,14.0,8.0,2,28.6,63
82.0,176.0,82.0,2.0,6.0,9.0,1,26.47,87
82.0,199.0,66.0,1.0,17.0,6.0,2,16.67,67
82.0,185.0,89.0,2.0,10.0,0.0,3,26.0,85
82.0,183.0,85.0,1.0,0.0,9.0,2,25.38,75
82.0,175.0,78.0,1.0,6.0,4.0,2,25.47,77
82.0,177.0,69.0,2.0,0.0,9.0,2,22.02,91
82.0,186.0,89.0,0.0,3.0,1.0,2,25.73,76
82.0,173.0,70.0,1.0,0.0,8.0,4,23.39,78
82.0,211.0,63.0,1.0,1.0,8.0,2,14.15,83
82.0,171.0,73.0,2.0,4.0,9.0,4,24.96,76
82.0,189.0,95.0,1.0,14.0,7.0,1,26.6,74
82.0,197.0,81.0,2.0,17.0,9.0,4,20.87,67
82.0,172.0,98.0,1.0,10.0,7.0,4,33.13,59
82.0,163.0,71.0,2.0,21.0,5.0,3,26.72,75
82.0,177.0,77.0,1.0,16.0,8.0,2,24.58,65
82.0,176.0,103.0,0.0,21.0,3.0,1,33.25,54
82.0,171.0,75.0,2.0,14.0,8.0,3,25.65,77
82.0,203.0,73.0,1.0,1.0,1.0,3,17.71,83
82.0,190.0,61.0,2.0,12.0,10.0,4,16.9,75
82.0,170.0,71.0,2.0,10.0,1.0,2,24.57,87
82.0,193.0,64.0,0.0,10.0,6.0,2,17.18,72
82.0,189.0,74.0,1.0,0.0,3.0,1,20.72,86
82.0,178.0,96.0,1.0,10.0,6.0,3,30.3,68
82.0,170.0,74.0,2.0,5.0,7.0,2,25.61,83
82.0,200.0,65.0,3.0,2.0,5.0,4,16.25,96
82.0,169.0,97.0,3.0,17.0,7.0,3,33.96,76
82.0,200.0,86.0,1.0,6.0,6.0,1,21.5,83
82.0,200.0,94.0,1.0,13.0,9.0,2,23.5,69
82.0,171.0,77.0,2.0,20.0,6.0,2,26.33,80
82.0,188.0,84.0,3.0,12.0,8.0,4,23.77,81
82.0,183.0,69.0,1.0,1.0,8.0,5,20.6,69
82.0,181.0,67.0,3.0,10.0,0.0,2,20.45,101
82.0,178.0,78.0,3.0,3.0,8.0,4,24.62,85
82.0,180.0,106.0,2.0,13.0,3.0,4,32.72,72
82.0,182.0,73.0,2.0,8.0,6.0,3,22.04,80
82.0,156.0,73.0,1.0,0.0,8.0,4,30.0,69
81.0,175.0,91.0,1.0,0.0,3.0,2,29.71,82
81.0,181.0,78.0,3.0,1.0,5.0,2,23.81,101
81.0,186.0,86.0,1.0,5.0,6.0,3,24.86,72
81.0,197.0,94.0,1.0,3.0,5.0,3,24.22,79
81.0,181.0,66.0,0.0,22.0,6.0,2,20.15,57
81.0,182.0,62.0,2.0,8.0,6.0,2,18.72,89
81.0,159.0,90.0,2.0,22.0,3.0,3,35.6,62
81.0,199.0,70.0,2.0,11.0,4.0,2,17.68,93
81.0,196.0,67.0,2.0,20.0,1.0,2,17.44,78
81.0,188.0,71.0,2.0,2.0,10.0,4,20.09,84
81.0,195.0,86.0,1.0,20.0,6.0,2,22.62,64
81.0,191.0,99.0,0.0,17.0,5.0,4,27.14,51
81.0,171.0,76.0,0.0,8.0,9.0,3,25.99,59
81.0,201.0,60.0,3.0,9.0,6.0,1,14.85,96
81.0,203.0,82.0,1.0,2.0,7.0,1,19.9,81
81.0,186.0,68.0,2.0,1.0,5.0,3,19.66,89
81.0,200.0,64.0,3.0,15.0,2.0,3,16.0,92
81.0,194.0,72.0,2.0,12.0,7.0,4,19.13,72
81.0,200.0,66.0,1.0,15.0,8.0,3,16.5,63
81.0,202.0,70.0,1.0,13.0,9.0,2,17.16,70
81.0,196.0,70.0,1.0,8.0,6.0,2,18.22,81
81.0,189.0,97.0,2.0,1.0,6.0,4,27.15,83
81.0,207.0,95.0,0.0,13.0,9.0,2,22.17,61
81.0,190.0,79.0,0.0,7.0,2.0,2,21.88,75
81.0,156.0,97.0,2.0,13.0,10.0,3,39.86,69
81.0,184.0,70.0,1.0,22.0,5.0,4,20.68,60
81.0,186.0,88.0,1.0,4.0,8.0,3,25.44,69
81.0,196.0,76.0,2.0,15.0,6.0,3,19.78,71
81.0,176.0,84.0,2.0,13.0,9.0,2,27.12,76
81.0,177.0,98.0,1.0,4.0,5.0,3,31.28,69
81.0,184.0,80.0,3.0,2.0,5.0,3,23.63,92
81.0,182.0,86.0,1.0,15.0,4.0,1,25.96,69
81.0,180.0,70.0,2.0,8.0,5.0,2,21.6,84
81.0,166.0,80.0,2.0,19.0,3.0,3,29.03,69
81.0,178.0,74.0,0.0,9.0,2.0,2,23.36,69
81.0,200.0,108.0,3.0,16.0,6.0,2,27.0,91
81.0,194.0,106.0,2.0,10.0,7.0,3,28.16,71
81.0,187.0,84.0,2.0,11.0,8.0,3,24.02,71
81.0,196.0,69.0,1.0,9.0,9.0,1,17.96,76
81.0,165.0,72.0,1.0,0.0,8.0,3,26.45,71
81.0,190.0,63.0,1.0,18.0,8.0,2,17.45,69
81.0,182.0,76.0,0.0,13.0,3.0,2,22.94,65
81.0,194.0,61.0,2.0,0.0,6.0,2,16.21,98
81.0,162.0,74.0,2.0,15.0,8.0,3,28.2,71
81.0,195.0,96.0,3.0,6.0,8.0,2,25.25,98
81.0,186.0,71.0,2.0,13.0,5.0,2,20.52,78
81.0,199.0,104.0,1.0,7.0,2.0,2,26.26,76
81.0,188.0,100.0,2.0,10.0,7.0,2,28.29,73
81.0,166.0,61.0,2.0,18.0,8.0,3,22.14,73
81.0,183.0,75.0,3.0,22.0,6.0,2,22.4,83
81.0,182.0,70.0,2.0,11.0,9.0,1,21.13,81
81.0,197.0,100.0,1.0,20.0,4.0,3,25.77,55
81.0,193.0,68.0,1.0,18.0,4.0,2,18.26,74
81.0,160.0,92.0,1.0,14.0,7.0,3,35.94,62
81.0,207.0,74.0,1.0,15.0,0.0,1,17.27,79
81.0,208.0,100.0,2.0,19.0,7.0,2,23.11,72
81.0,185.0,72.0,1.0,15.0,8.0,1,21.04,75
81.0,190.0,76.0,1.0,15.0,8.0,2,21.05,69
81.0,162.0,77.0,2.0,2.0,9.0,2,29.34,80
81.0,199.0,80.0,1.0,1.0,2.0,3,20.2,79
81.0,172.0,99.0,2.0,17.0,6.0,3,33.46,66
81.0,185.0,62.0,3.0,4.0,5.0,3,18.12,96
81.0,165.0,72.0,1.0,14.0,1.0,2,26.45,72
81.0,173.0,76.0,1.0,19.0,7.0,2,25.39,57
81.0,184.0,79.0,2.0,12.0,4.0,2,23.33,83
81.0,162.0,71.0,2.0,1.0,9.0,4,27.05,81
81.0,205.0,77.0,2.0,0.0,6.0,1,18.32,91
81.0,196.0,63.0,1.0,18.0,8.0,2,16.4,65
81.0,178.0,112.0,1.0,5.0,4.0,5,35.35,68
81.0,173.0,69.0,2.0,10.0,5.0,2,23.05,81
81.0,180.0,66.0,1.0,14.0,8.0,3,20.37,66
81.0,172.0,88.0,1.0,16.0,0.0,3,29.75,64
81.0,171.0,73.0,3.0,10.0,8.0,1,24.96,88
81.0,186.0,63.0,1.0,6.0,7.0,2,18.21,83
81.0,205.0,63.0,1.0,5.0,3.0,2,14.99,85
81.0,183.0,109.0,2.0,17.0,4.0,4,32.55,67
81.0,191.0,63.0,1.0,3.0,5.0,3,17.27,78
81.0,207.0,78.0,2.0,1.0,8.0,2,18.2,90
81.0,177.0,81.0,1.0,18.0,3.0,2,25.85,69
81.0,195.0,78.0,1.0,10.0,0.0,1,20.51,84
81.0,178.0,75.0,3.0,4.0,8.0,4,23.67,86
81.0,182.0,65.0,2.0,14.0,0.0,1,19.62,90
81.0,183.0,67.0,1.0,4.0,0.0,2,20.01,82
81.0,195.0,109.0,1.0,5.0,7.0,2,28.67,68
81.0,196.0,88.0,1.0,0.0,9.0,2,22.91,76
81.0,170.0,62.0,3.0,22.0,0.0,3,21.45,87
81.0,187.0,76.0,1.0,1.0,8.0,4,21.73,75
81.0,192.0,98.0,3.0,0.0,9.0,1,26.58,99
81.0,178.0,97.0,1.0,6.0,7.0,2,30.61,76
81.0,172.0,88.0,2.0,6.0,8.0,1,29.75,77
81.0,197.0,71.0,2.0,1.0,7.0,3,18.29,90
81.0,185.0,90.0,2.0,16.0,0.0,3,26.3,84
81.0,176.0,86.0,1.0,19.0,9.0,2,27.76,58
81.0,186.0,84.0,1.0,17.0,10.0,4,24.28,54
81.0,196.0,72.0,2.0,16.0,1.0,2,18.74,88
81.0,186.0,61.0,2.0,22.0,9.0,1,17.63,77
81.0,198.0,69.0,2.0,0.0,5.0,2,17.6,90
81.0,185.0,74.0,2.0,14.0,7.0,2,21.62,78
81.0,174.0,65.0,2.0,2.0,9.0,3,21.47,90
81.0,179.0,94.0,1.0,20.0,2.0,1,29.34,67
81.0,177.0,90.0,1.0,8.0,5.0,2,28.73,66
81.0,181.0,86.0,1.0,1.0,4.0,4,26.25,78
81.0,195.0,76.0,2.0,20.0,3.0,1,19.99,76
81.0,179.0,77.0,1.0,4.0,5.0,3,24.03,76
81.0,193.0,91.0,1.0,22.0,6.0,4,24.43,55
81.0,184.0,65.0,3.0,3.0,4.0,2,19.2,107
81.0,198.0,67.0,2.0,4.0,9.0,3,17.09,81
81.0,181.0,78.0,1.0,17.0,8.0,4,23.81,56
81.0,186.0,95.0,4.0,3.0,9.0,3,27.46,94
81.0,183.0,69.0,2.0,19.0,2.0,3,20.6,77
81.0,178.0,72.0,1.0,12.0,9.0,1,22.72,71
81.0,172.0,66.0,1.0,1.0,3.0,2,22.31,87
81.0,188.0,63.0,1.0,0.0,8.0,2,17.82,80
81.0,184.0,76.0,1.0,0.0,9.0,2,22.45,75
81.0,198.0,62.0,1.0,17.0,7.0,2,15.81,73
81.0,174.0,67.0,3.0,9.0,9.0,2,22.13,90
81.0,189.0,77.0,1.0,3.0,3.0,2,21.56,78
81.0,188.0,81.0,1.0,0.0,4.0,3,22.92,82
81.0,169.0,104.0,1.0,3.0,4.0,2,36.41,70
81.0,188.0,96.0,2.0,19.0,6.0,3,27.16,64
81.0,187.0,64.0,1.0,2.0,3.0,2,18.3,82
81.0,182.0,97.0,1.0,19.0,0.0,2,29.28,70
81.0,204.0,88.0,1.0,13.0,8.0,3,21.15,69
81.0,201.0,72.0,2.0,12.0,2.0,5,17.82,76
81.0,183.0,73.0,3.0,18.0,7.0,2,21.8,87
81.0,180.0,85.0,1.0,12.0,5.0,4,26.23,69
81.0,186.0,62.0,1.0,11.0,6.0,3,17.92,75
81.0,182.0,86.0,1.0,0.0,6.0,3,25.96,78
81.0,189.0,94.0,2.0,22.0,8.0,3,26.32,61
81.0,168.0,67.0,1.0,16.0,6.0,2,23.74,68
81.0,176.0,82.0,2.0,15.0,2.0,4,26.47,77
81.0,187.0,73.0,2.0,19.0,7.0,3,20.88,74
81.0,176.0,87.0,2.0,13.0,9.0,4,28.09,67
81.0,201.0,68.0,2.0,11.0,7.0,3,16.83,75
81.0,193.0,68.0,1.0,7.0,2.0,1,18.26,84
81.0,184.0,77.0,1.0,18.0,8.0,2,22.74,66
81.0,161.0,79.0,2.0,17.0,8.0,1,30.48,74
81.0,185.0,63.0,1.0,16.0,0.0,1,18.41,77
81.0,165.0,76.0,1.0,20.0,5.0,4,27.92,61
81.0,168.0,99.0,1.0,13.0,1.0,1,35.08,70
81.0,196.0,81.0,1.0,12.0,3.0,4,21.08,70
81.0,174.0,69.0,1.0,0.0,2.0,4,22.79,76
81.0,178.0,86.0,3.0,7.0,6.0,3,27.14,89
81.0,169.0,69.0,2.0,17.0,5.0,2,24.16,76
81.0,156.0,70.0,2.0,7.0,9.0,2,28.76,83
81.0,165.0,90.0,4.0,22.0,7.0,2,33.06,81
81.0,207.0,84.0,2.0,12.0,9.0,4,19.6,76
81.0,186.0,94.0,1.0,13.0,7.0,1,27.17,70
81.0,185.0,106.0,1.0,6.0,9.0,2,30.97,66
81.0,171.0,73.0,2.0,0.0,4.0,2,24.96,92
81.0,175.0,79.0,3.0,1.0,9.0,2,25.8,97
81.0,182.0,72.0,1.0,8.0,9.0,3,21.74,70
81.0,187.0,99.0,2.0,10.0,5.0,2,28.31,85
81.0,194.0,61.0,2.0,8.0,4.0,1,16.21,92
81.0,169.0,88.0,2.0,21.0,3.0,3,30.81,73
81.0,192.0,82.0,3.0,11.0,9.0,2,22.24,86
81.0,176.0,101.0,2.0,14.0,7.0,3,32.61,67
81.0,209.0,86.0,2.0,16.0,5.0,2,19.69,83
81.0,205.0,69.0,2.0,13.0,6.0,3,16.42,82
81.0,182.0,77.0,1.0,0.0,2.0,2,23.25,83
81.0,183.0,99.0,0.0,10.0,3.0,2,29.56,66
81.0,181.0,76.0,2.0,18.0,8.0,3,23.2,71
81.0,179.0,89.0,1.0,14.0,9.0,4,27.78,52
81.0,181.0,83.0,3.0,21.0,9.0,2,25.34,81
81.0,170.0,92.0,1.0,2.0,8.0,2,31.83,71
81.0,184.0,83.0,1.0,0.0,1.0,2,24.52,86
81.0,171.0,89.0,3.0,6.0,0.0,3,30.44,90
81.0,157.0,84.0,2.0,18.0,4.0,2,34.08,71
81.0,190.0,78.0,1.0,0.0,5.0,2,21.61,78
81.0,165.0,70.0,2.0,12.0,0.0,3,25.71,78
81.0,183.0,77.0,2.0,18.0,7.0,3,22.99,68
81.0,200.0,64.0,1.0,9.0,3.0,1,16.0,83
81.0,198.0,103.0,1.0,18.0,9.0,4,26.27,58
81.0,173.0,64.0,2.0,16.0,3.0,4,21.38,72
81.0,194.0,86.0,1.0,19.0,2.0,2,22.85,73
81.0,207.0,83.0,1.0,11.0,9.0,5,19.37,67
81.0,177.0,109.0,1.0,11.0,4.0,2,34.79,69
81.0,192.0,73.0,3.0,7.0,9.0,2,19.8,92
81.0,191.0,103.0,1.0,20.0,9.0,1,28.23,59
81.0,193.0,76.0,1.0,12.0,7.0,2,20.4,69
